SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Loudness,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,ArtistHotttnesss,AudioMd5,EndOfFadeIn,Energy,Key,KeyConfidence,Mode,ModeConfidence,Release,SongHotttness,StartOfFadeOut,Genre,TrackId
7179,SOYTXMF12AB0179B2C,438662,Starting Now,ARPTC8L119B340323E,,,,Chuck Wicks,,222.01424,1,1.0,-5.278,99.124,4,0.104,If We Loved,2008,0.7699678192633778,0.480812448609679,9dd04dbb0e55abd08e2fda217568149d,0.136,0.0,1,1.0,1,0.875,Starting Now,0.6304604526038231,202.182,,TRAJSNU128F92F2AC0
7180,SOCSXBH12A58A78109,485654,Mind Control,ARH9GD41187FB37E0F,,,,Stephen Marley / Damian Marley,,247.17016,9,0.822,-8.476,165.886,4,1.0,The Traffic Jam,2006,0.7248130678122553,0.47717883383688675,810da03f2ade20c21493114207ac420a,0.0,0.0,9,0.822,1,0.807,Mind Control,0.5315802406782681,235.253,soul and reggae,TRAJSHB128F92FCC80
7181,SOYNBBT12A8AE46457,280206,Irreemplazable,AR65K7A1187FB4DAA4,,,,Beyoncé,,230.55628,10,0.852,-4.883,87.992,4,0.152,Irreplaceable (Irreemplazable),2007,0.8894607253481954,0.6120672682978017,16f0a03e5d1cbb3959990229c76c4da6,0.223,0.0,10,0.852,1,0.576,Irreemplazable,,224.386,hip hop rnb and dance hall | rnb | pop,TRAJSRH128F425DDC7
7182,SOIOWYG12AB018751B,748788,Collision,AR4QYVC1187B99985B,,,,DJ Harry,,309.60281,6,0.795,-7.254,181.371,4,0.159,Shadows,2004,0.4870777511346747,0.31569027681555284,8e43cfc867a214410badada49f87b9ba,0.0,0.0,6,0.795,0,0.615,Collision,,296.159,,TRAJSRM12903CA068C
7183,SOPWMAU12AB017A832,484159,Emergency Broadcast,ARCCRTI11F4C845308,,,,White Heart,,273.8673,5,0.503,-11.706,162.817,4,0.589,Edge Of The Dream (Emergency Broadcast Album Version),,0.47736475248353516,0.33750728916593725,8e652ddceec51058ebcbdf583f0c37d0,0.0,0.0,5,0.503,1,0.477,Emergency Broadcast,,247.769,,TRAJSKN128F92F9046
7184,SOVMWTZ12A8C136E39,212771,The Years,AR8J63I119B8668504,,,,Red I Flight,,179.01669,7,0.398,-4.852,120.617,4,0.737,Rock Biter (Album Version),2008,0.7470614269554612,0.32752607801909256,5b78628f71409641a20300ac42bbbfc0,0.0,0.0,7,0.398,1,0.506,The Years,,176.39,,TRAJSJD128F4277B75
7185,SOVLTPF12AC46866D7,687141,Here to Stay,AR1JGQT1187FB56878,30.23513,Rayne LA,-92.26831,Jo-El Sonnier,,194.24608,4,0.635,-9.503,145.218,4,0.535,Broken Hearted Side Of New Orleans,,0.4668979601451768,0.3201654160463429,0f8e7379744678a072cb4b4441cfaa76,0.293,0.0,4,0.635,1,0.59,Here to Stay,,188.476,cajun,TRAJSML12903CEC6C5
7186,SOANXGF12A8C143736,314137,Otra historia de amor,ARNNHLN1187FB42912,29.07904,Hermosillo Sonora Mexico,-110.94695,Yahir,,285.28281,9,0.308,-8.879,127.469,4,0.703,Pasa el tiempo,,0.5986364339485454,0.2328250608705825,af68e6845bb17275f84fef5b646831a4,0.084,0.0,9,0.308,1,0.539,Otra historia de amor,0.23621263855708055,275.394,,TRAJSOQ128F92C6A6B
7187,SOKLPTD12AC4688044,699416,Let The Wind Blow High,ARC5Q0L1187B98D463,,,,Enter the Haggis,,381.54404,7,0.816,-10.211,134.819,4,0.48,Widow's Walk,1999,0.6197471466593556,0.4073868296459371,de2e637c1b6a48f5e46a819ed3c0a162,0.409,0.0,7,0.816,0,0.754,Let The Wind Blow High,0.44859049865725,365.732,folk,TRAJSCN12903D0CBAA
7188,SOOEQOD12AB018D7D3,820316,LP of the Dead,ARAUFKZ1242077FBD1,,,,J Bostron & Beretta,,320.93995,6,0.008,-4.962,87.122,4,0.84,Now U Got It,,0.5366790441602981,0.37805612520925236,ca98bb919987a1a35297b75f1a78a4de,0.0,0.0,6,0.008,1,0.157,LP of the Dead,,307.206,,TRAJWSL12903CE7BA6
7189,SOGEGWE12A8C13E6F0,307775,Kata Vathos,AROGWRA122988FEE45,,,,Christos Dantis,,246.80444,5,0.058,-4.133,126.976,4,0.33,Kenourgia Fotia,,0.48075227616853805,0.41759331728140514,c71538611c11930c35bffe7d31035018,0.218,0.0,5,0.058,1,0.262,Kata Vathos,,241.087,,TRAJWGJ128F42ADC43
7190,SOWVZIQ12A8C1433C9,757775,The Promise Land,AR7KA5V1187FB44E6B,,,,The Del McCoury Band,,173.97506,7,0.503,-9.329,140.9,1,0.0,Led By the Master's Hand,2006,0.6087035683375998,0.36221895681539285,b48e15bdd04c99ba434e24e8750a6f4d,0.131,0.0,7,0.503,1,0.59,The Promise Land,0.0,165.727,folk,TRAJWGG12903CB81AF
7191,SOXMCZC12A8C13402A,286522,Welcome Home / The Okeh Years,AROBQ0B1187FB404F6,30.42084,Pensacola FL,-87.21724,Walter Jackson; Arranged & conducted by Riley Hampton,,211.25179,8,0.135,-14.094,43.967,4,0.0,Moonlight In Vermont,,0.4371937769385019,0.3161559873970384,4d1697c5f297e9f3ad48e3eb1619be70,0.398,0.0,8,0.135,1,0.554,Welcome Home / The Okeh Years,0.0,205.601,,TRAJWRT128F42706DF
7192,SOMPBTH12A8AE48A8B,139004,Give a little sweet love,ARY7ERS1187B9903AE,,,,Mark Ashley,,198.19057,11,0.006,-6.806,129.987,4,0.01,I've never been so Lonely,,0.4923771796492022,0.3031364779453983,28e6d8f3525333aff364729108af5792,0.0,0.0,11,0.006,0,0.286,Give a little sweet love,,188.738,,TRAJWVB128F4243830
7193,SOYGZXS12A8C13D614,219548,Radiance,AR2CM6U1187B999EB7,52.51607,Berlin Germany,13.37698,Basic Channel,,811.2322,11,0.041,-17.88,71.416,5,0.948,Radiance I,1994,0.5536370861963962,0.3602004478694047,bed0a268a323a8c01569083d52648727,2.026,0.0,11,0.041,1,0.386,Radiance,0.46736563132813813,795.266,,TRAJQXD128F428767D
7194,SOCKFQR12AB0182EB6,533342,Les p'tites chansons de Marc Perrone,ARHTV1S1187FB547F8,,,,Marc Perrone,,202.23955,2,0.65,-9.637,107.728,3,0.557,La marine,,0.45613667443492384,0.2855912715175029,c0b4c3251c83d801e0771ad4f1eb85b5,0.0,0.0,2,0.65,0,0.786,Les p'tites chansons de Marc Perrone,,198.252,production music,TRAJQBX128F930166B
7195,SOSEPUJ12A8AE44C5F,135559,4 Rosas Y Que Dios Reparta Suerte,ARQGNEN1187FB4494C,,,,Gabinete Caligari,,183.87546,4,0.393,-4.528,74.884,1,0.0,Caray!,,0.49068878832899293,0.326430852787923,fe94e646f00f9f85dc0558f0e5e3c992,2.606,0.0,4,0.393,0,0.442,4 Rosas Y Que Dios Reparta Suerte,0.2998774882739778,179.902,,TRAJQBF128F423C324
7196,SOREJVE12A58A7AD36,560992,We Are To Answer,ARIGY9P1187B9B6428,,GERMANY,,Ancient Astronauts,,330.57914,9,0.645,-7.111,136.044,4,0.583,Crescent Moon,2009,0.5539145531919,0.3648188702400161,27f4a95be9abd53f8d0141e50046a7aa,0.067,0.0,9,0.645,0,0.558,We Are To Answer,0.5729201479465231,311.728,,TRAJQOH128F934D64B
7197,SOHIWMN12A8C1315B6,283059,Firehouse,ARMH10M1187FB4184F,,Wisconsin,,Firehouse,,285.3873,1,0.01,-10.181,169.866,3,0.306,Rock On The Radio,1990,0.651039380171071,0.4349760317895153,2175cb614fd9d274719a9337043ccf1d,0.0,0.0,1,0.01,0,0.25,Firehouse,0.5582369597440904,277.809,,TRAJIUK128F42668E6
7198,SORIYMI12AB0185013,460878,Kicked And Klawed,AR4IFI31187FB3A953,,,,Cats In Boots,,208.79628,8,0.752,-5.602,167.142,4,0.0,Shotgun Sally,,0.384681056924534,0.3017449095846954,b6398ac14c9057f1db578373f2718dcd,0.967,0.0,8,0.752,1,0.714,Kicked And Klawed,0.5822855324360907,205.973,,TRAJIKY128F932AD73
7199,SOFBRDB12AB017F2C2,386702,Joue Legrand & Becaud,AR6W9T51187B9A8B8E,,,,Maurice Larcange,,276.53179,4,0.177,-12.35,84.133,4,0.777,Je T'Appartiens,,0.3602418012082646,0.279642625276782,1ea84bd9c0a953c6ab14346bc7b0cba4,2.258,0.0,4,0.177,1,0.293,Joue Legrand & Becaud,,266.31,,TRAJIIF128F92E7FB1
7200,SOPESRK12A6D4F8B92,56247,Made In Italy,ARQVLQJ1187B98F11F,,,,Mau Mau,,285.1522,10,0.187,-7.613,182.198,4,0.683,Paseo Colòn,2004,0.4399076581433077,0.31155917564728197,238a08de17f5cc365eb1978c94144c41,0.305,0.0,10,0.187,0,0.308,Made In Italy,0.0,285.152,,TRAJIIR128F149AE01
7201,SONMMMW12AB017DACF,492999,The Out Sound From Way In!,ARK2G5U1187FB46B34,,,,Perrey And Kingsley,,137.19465,7,0.209,-11.382,125.767,1,0.0,The Minuet Of The Robots,1968,0.5306057979398598,0.35032760522744555,21d1953fcd370bf3e2ab97d9189aae8a,0.171,0.0,7,0.209,1,0.341,The Out Sound From Way In!,0.42409081096743817,129.509,classical | production music,TRAJIBJ128F930D55B
7202,SOZOTQZ12AB0187D9A,456141,Cardio-Vascular,ARGNQED1241B9C4237,,,,Youves,,100.20526,1,0.434,-6.885,134.104,4,0.0,Another Djemba Djemba,,0.5205304440552848,0.27481627558840205,0eb9363e471fd147e021cc21d776f656,0.0,0.0,1,0.434,1,0.335,Cardio-Vascular,0.38293509007501925,100.205,,TRAJIDY128F931C89D
7203,SOKCUMS12AB018D4A0,585414,Mamborama,AR02IU11187FB513F2,,New York NY,,Tito Puente,,180.00934,7,0.057,-10.702,146.24,1,0.0,Mambo Tipico,1993,0.7221052981201719,0.48072478092092114,ce902474841adcb8b87288bd67236023,0.612,0.0,7,0.057,1,0.481,Mamborama,0.21508031850922793,173.25,jazz | latin,TRAJFCC12903CC55AD
7204,SOVRVBI12A8C13AA09,157882,La Historia,ARB5S4L1187FB4AD20,,,,Carlos Ponce,,223.60771,5,0.791,-6.804,98.501,4,0.786,Todo Lo Que Soy,1999,0.6035509518184823,0.3036181631192548,2dd5eba4d40bcad77aa7e49e84503061,0.229,0.0,5,0.791,1,0.515,La Historia,,214.013,,TRAJFHV128F4274FC0
7205,SOZSSCO12AF72A554D,263504,Holographic Universe,ARBD4QW1187FB42153,62.19845,Sweden,17.55142,Scar Symmetry,,237.84444,1,0.651,-3.492,110.107,4,0.853,The Three-Dimensional Shadow,2008,0.7183813423833088,0.4558259788030443,4513dda0d914e5d7774f6902e4ec0db9,3.117,0.0,1,0.651,1,0.272,Holographic Universe,0.710101510433833,233.674,melodic death metal | swedish | metal,TRAJFYK128F42579B0
7206,SOWENLZ12AB017F81F,387596,Tarzana Kid,ARY4M3J1187B9AC94C,53.79449,Leeds,-1.54658,John Sebastian,,189.51791,0,0.644,-19.944,103.666,3,1.0,Sportin' Life,,0.5187439585798745,0.34128872330078414,053391462234ac1a9fd7f30a2589a204,2.519,0.0,0,0.644,1,0.77,Tarzana Kid,0.0,181.365,american | folk,TRAJFSU128F92E9E3C
7207,SOAEUQV12AB01813F8,460183,Hurricane Relief: Come Together Now,AR4GAFY1187B9B639D,,Memphis Tennessee,,B.B. King,,237.66159,2,0.755,-4.651,151.284,4,0.162,Early In The Morning,2002,0.7087354000378394,0.5422899334343946,282cdaa83a22033086135fa3417c54be,0.0,0.0,2,0.755,1,0.504,Hurricane Relief: Come Together Now,,235.096,jazz and blues | live | blues | urban blues | electric blues,TRAJFRJ128F9328FF1
7208,SOTWWLY12A6D4FAF77,271042,Tango Pour Madameon,ARD7U0O1187FB5531A,49.34463,Neuilly-sous-Clermont (Oise),2.40955,Andre Verchuren,,153.25995,5,0.647,-12.187,197.704,1,0.0,Valse Des Montagnes,,0.36072920580223455,0.26712486735047014,bd71edb383f76863b4ee6abb05cf7e16,0.0,0.0,5,0.647,1,0.458,Tango Pour Madameon,,147.76,,TRAJFYH128F4246121
7209,SOPHJIS12AC3DF5FA3,786584,Solo,ARLUF1T1187FB3603B,,,,Ricardo Arjona,,219.68934,0,0.724,-10.208,93.376,3,0.448,La mujer que no sone (Album),,0.6305505684126376,0.5455719612113675,e97861b5f6039db31bc2f60ce88b4af5,0.078,0.0,0,0.724,1,0.74,Solo,0.6451594473715897,213.2,,TRAJFMH12903D052DC
7210,SOQLWQU12A8C13C87E,297944,Lifehouse,ARUTEVU1187B9ACAF9,34.05349,NORTH FORT MYERS Florida,-118.24532,Lifehouse,,215.82322,1,0.375,-4.176,164.002,4,0.0,Better Luck Next Time,2005,0.8200724177064315,0.7108790709912577,8f0943889f14452d0c3e0d54a52c0757,0.0,0.0,1,0.375,0,0.459,Lifehouse,0.6615766918618352,203.9,,TRAJFFF128F429874A
7211,SORKKTY12A8C132F3E,284195,Freak Show,ARIH5GU1187FB4C958,,Newcastle,,Silverchair,,213.13261,7,0.0,-5.382,91.922,4,0.357,The Door,1997,0.767768809032461,0.536219992815098,4e6c322705e53b869e18d56b4d9b63d9,0.0,0.0,7,0.0,1,0.0,Freak Show,0.7388149958620513,203.372,post-grunge | australian | experimental | alternative rock | hard rock | rock | mellow | art rock | grunge | angsty | newcastle | baroque pop,TRAJFDU128F426A5F4
7212,SOSAFCZ12AAFF41CD4,384801,Hold On,AR7MNIX1187B9A2A68,34.05349,California - LA,-118.24532,Tyrone Wells,,252.65587,1,0.561,-7.825,151.699,4,0.831,Baby Don't You Change,2005,0.6897930711489744,0.37784917296277154,4d5b418b1d0920263e4fcc1363bf3622,3.553,0.0,1,0.561,0,0.536,Hold On,0.722844727956539,249.678,,TRAJFQF128F92E354E
7213,SOEMFLG12CF530D4F6,217092,Pitch Black Progress,ARBD4QW1187FB42153,62.19845,Sweden,17.55142,Scar Symmetry,,326.60853,3,0.692,-4.136,120.022,4,0.786,Deviate From The Form,2006,0.7002085179776782,0.4558259788030443,f38499521537d49b1f07ebccc41078f2,0.0,0.0,3,0.692,0,0.578,Pitch Black Progress,,296.536,melodic death metal | swedish | metal,TRAJFCB128F427FE87
7214,SOHMWJD12A6D4FAB76,59744,Willie Bobo's Finest Hour,AROUOZZ1187B9ABE51,40.79195,New York NY [Spanish Harlem],-73.94512,Willie Bobo,,197.40689,0,0.676,-13.984,80.391,3,0.874,Dichoso,,0.5888271005018058,0.3796711247498673,42a53c8a8f516d66d61569940b9c1d33,0.0,0.0,0,0.676,1,0.602,Willie Bobo's Finest Hour,0.27718843257631015,187.559,,TRAJFEM128F14A2DF4
7215,SOEFTHD12A8C13EC47,223368,Leviathan,ARMQHX71187B9890D3,,Atlanta GA,,Mastodon,,262.89587,2,0.507,-7.628,145.997,1,0.0,Megalodon,2004,0.7804617487770407,0.5742747305168561,0c4bbb782edb589cfc9f66a90315abca,0.078,0.0,2,0.507,1,0.429,Leviathan,0.6939969340810942,259.297,heavy metal | sludge metal | progressive metal | metal | alternative metal | american | groove metal | rock and indie,TRAJAZP128F4290FF9
7216,SOYJKEB12A8C138723,153350,Kingdom Come,ARUUXNF1187B98FB36,,,,Charlie Peacock,,355.34322,0,0.919,-9.64,153.968,4,0.706,Night Won't Last Forever_ The (Kingdom Come Album Version),1999,0.48118021177808756,0.37949565056873846,92f2581019bba9fe6e1307fc74de148c,0.0,0.0,0,0.919,0,0.884,Kingdom Come,,345.205,,TRAJATA128F4266FC5
7217,SOMBWDW12A6D4F7248,85226,Romeo,AR1NRA91187FB404C3,,,,Jazzy B,,411.68934,4,0.415,-7.172,156.066,4,0.073,Soorma,2005,0.6122448168093569,0.3168532595153304,08e628b10518b1762f8484aa39540204,2.397,0.0,4,0.415,1,0.34,Romeo,0.2707759989463275,407.696,bhangra | punjabi,TRAJAGW128EF3664E1
7218,SOWGAUD12A58A76907,92235,God Dam Dogs,ARHKOPH11F919A768B,40.19033,Ohio,-82.66947,Coffinberry,,146.83383,4,0.0,-10.427,152.628,4,0.412,Welcome To Hell,,0.4585325936100983,0.3507671052464713,c1e25ef9acac5086387ad7b5e02de582,0.0,0.0,4,0.0,0,0.067,God Dam Dogs,0.0,136.62,,TRAJAPH128F4271357
7219,SOGZIDZ12AB017F90F,441002,Right Now It's Raining,AR9UPVA1187FB51260,,,,Brent Lamb,,250.38322,7,0.887,-10.753,110.0,4,0.712,All The Difference In The World,,0.04885290339165737,0.0,dc5d1a4d16d37e5a2587bbe3c6e3ccba,9.921,0.0,7,0.887,1,0.773,Right Now It's Raining,0.0,239.067,,TRAJATQ128F92F6DC2
7220,SOZEIRC12AB018A634,591012,Right Now Right Now,ARYF20K1187B9B76BD,,ORANGE California,,George Lopez,,211.53914,3,0.041,-16.169,126.792,7,0.39,Memmer?... U Memmer!,,0.6680202487233046,0.5169637307383411,66eaeea556ff24b0e3e687bd3de4959c,0.0,0.0,3,0.041,1,0.111,Right Now Right Now,,208.045,,TRAJAVF12903CD4825
7221,SOAOTOX12A58A7C308,69802,Ride Ranger Ride,ARHK7A51187FB411D8,40.58751,Redding CA,-122.39293,Roy Rogers,,146.07628,9,0.535,-15.913,101.195,3,0.582,My Chickasay Girl,,0.5103679324691051,0.40508035332524994,5ac0ced8208058b84d1c8dc70d90733a,0.235,0.0,9,0.535,0,0.458,Ride Ranger Ride,,139.349,,TRAJADN128EF3453AE
7222,SOXIBUG12AB018914B,726761,Music For Cocktails - Fashion Show,ARDUBUY12086C1464B,,,,Brenda Boykin,,263.73179,1,0.621,-10.235,86.684,5,1.0,Be My Lover,2008,0.4402588221646908,0.39335933762075587,6120ee8845f9399ce0e6605803726f77,0.943,0.0,1,0.621,1,0.588,Music For Cocktails - Fashion Show,,251.861,,TRAJAZY12903CDD671
7223,SOMMAVY12A8C1327AF,87591,Big Metal Birds,ARDBFT21187B98E524,,,,Janitor Joe,,169.22077,7,0.066,-12.114,160.979,4,0.733,Boyfriend,1993,0.47001240256629634,0.36278294075354944,d74789a7d714628b4a6163b98816f487,0.398,0.0,7,0.066,1,0.403,Big Metal Birds,0.39200877147130697,166.801,,TRAJARM128F426379B
7224,SOGQXFS12A8C138FA1,98008,Boy's Life,ARLI9NJ1187B9911FB,35.67048,Tokyo Japan,139.74092,Vodka Collins,,220.52526,5,0.435,-5.654,143.095,4,0.612,See You Comin',,0.4117890700534452,0.4064096562655635,d2dddb8bf8857600ff32f2384640c497,1.35,0.0,5,0.435,1,0.636,Boy's Life,0.19224776120882836,212.074,,TRAJAYH128F427ADE6
7225,SOQHIVV12A6D4FB2BE,134156,Lava Ground,ARLFUII1187FB565E5,,,,I Wayne,,244.32281,6,0.508,-5.587,67.606,5,0.877,Grow Proper,2005,0.6820678476930513,0.43771129121014735,23248d82b1857b0907c15acd7568acd4,0.258,0.0,6,0.508,1,0.522,Lava Ground,0.4649239941807177,236.193,hip hop rnb and dance hall,TRAJABU128F4239037
7226,SONCMAJ12AB017A938,324747,Sweet Home Chicago (Paris 1975) (Blues Reference),ARRR4Y81187FB524CE,30.76753,Dubuisson LA,-92.11789,Lonnie Brooks,,156.21179,0,0.22,-9.392,138.386,1,0.0,Mama Talk To Your Daughter (take 2),,0.44219614052355966,0.3847637879847192,ee475cf235cf3408476a992f51c91ec6,0.0,0.0,0,0.22,1,0.252,Sweet Home Chicago (Paris 1975) (Blues Reference),,150.1,,TRAJAAV128F92DCF5F
7227,SOVFCKE12A8C141CF4,224149,Terrain vague,ARVEJ9M1187FB4DC44,,,,Les Ogres De Barback,,404.45342,2,0.273,-10.899,131.509,4,0.712,Flamme & co,2004,0.6523678641880865,0.4379647331417924,b2f500284a5d6eecec727022d48b1f3d,0.0,0.0,2,0.273,0,0.444,Terrain vague,0.21204540548371908,391.755,,TRAJAHW128F429691D
7228,SOLGASB12A58A79460,51852,Born Again,ARTJ9GZ1187B9B46DE,41.88415,Chicago IL,-87.63241,Young-Holt Unlimited,,266.05669,2,0.368,-10.095,156.298,4,0.0,We've Only Just Begun (LP Version),1971,0.5022450227955548,0.2159587031372573,f591536c7ef041961b6a6e11b1bbc732,0.29,0.0,2,0.368,1,0.431,Born Again,0.0,248.529,,TRAJASJ128F1492899
7229,SOBMHDZ12A58A79364,314018,Tchamantché,ARUW6HS1187FB3F028,,,,Rokia Traoré,,273.08363,7,0.384,-9.784,109.804,4,0.319,Koronoko,2008,0.5803670948366871,0.3596629972544362,2b628f1dea633752774a5747388acc4d,0.154,0.0,7,0.384,1,0.533,Tchamantché,0.6635254101486185,262.542,world,TRAJAXB128F92C65CD
7230,SOMCMRN12AC3DF400A,775673,Talking Monkeys In Space,ARKQN8X1187B99221C,40.73197,Newark NJ,-74.17418,Joe Rogan,,179.51302,1,0.521,-5.475,134.112,3,0.628,Telepathy/Ted Haggard Got Cured of the Gay,2010,0.5109930419063133,0.3792228610861676,199b070a5ef5f079f2e93975b02494cc,0.0,0.0,1,0.521,1,0.517,Talking Monkeys In Space,0.3552855364230894,179.513,,TRAJAZS12903CE7594
7231,SOATZSD12A8C134212,497348,Georges Brassens-N 4,ARLV8S31187B988B71,46.71067,S� France,1.71819,Georges Brassens,,184.76363,1,0.636,-11.242,126.31,5,0.326,Auprès De Mon Arbre,1956,0.633408899495587,0.3942896621203247,7bb7d1bdee7ed02cf112a416bd8574a3,0.311,0.0,1,0.636,0,0.482,Georges Brassens-N 4,,181.685,french | singer | guitarist | guitariste | chanteur | france | francophone | songwriter | parolier | compositeur | composer | lyricist | chanson | chanson française | français,TRAJHCS128F93192B5
7232,SODWYJL12A58A7BCE4,347138,The Black Jason Of Rap,ARSE5NP1187B9B98AB,,Chicago IL,,Twista,,163.39546,7,0.02,-9.632,100.016,4,0.862,Pop Pop,,0.8896135547440263,0.5938083651752645,ea7e7cdb2709ca4b239d023357c4e7f7,0.0,0.0,7,0.02,1,0.275,The Black Jason Of Rap,,149.879,hip hop rnb and dance hall,TRAJHSS128F930F73A
7233,SOABPYH12A8C13CC48,254896,Crush The Dream,ARZ78EG1187FB4638E,,,,Malefaction,,34.61179,8,0.285,-3.93,84.303,1,0.0,Beothuck,,0.3982187703864674,0.27948312712204865,652a13e131900b3a4bdeccac706015a8,0.2,0.0,8,0.285,1,0.563,Crush The Dream,0.0,34.612,,TRAJHKT128F427FDCD
7234,SOQMFPS12A6D4F76D7,19601,Hometown 2001,AR2J2WF1187FB46271,54.48303,Egremont Cumbria England,-3.53444,Francis Dunnery,,277.08036,7,0.543,-13.095,84.186,7,0.44,Grateful & Thankful,,0.548585130198109,0.3835242473277272,69476fc7c2f1221e1098a30cc879b46e,0.0,0.0,7,0.543,1,0.469,Hometown 2001,0.36649513412925544,277.08,,TRAJHYF128F1451DDF
7235,SOHUDTL12AAFF43497,530863,Morgion,ARG37DA1187B9A47FF,,,,Morgion,,341.68118,10,0.803,-7.422,112.063,3,0.167,Basking Under a Blacksun Dawning,1997,0.5061142986263196,0.3762975699769462,346ffd4c1ff54d6b07c14ac00bebf65d,0.467,0.0,10,0.803,1,0.623,Morgion,0.49986128612893904,330.252,doom metal | metal,TRAJHDR128F92FA863
7236,SOCUSNQ12A8C138A86,160060,Bebop Moptop,AR6QQY41187B990574,56.46137,Dundee Scotland,-2.96761,Danny Wilson,,167.13098,11,0.698,-11.053,91.256,1,0.0,Never Gonna Be The Same,1989,0.5599914150758433,0.36290298564883927,34892c8480e9252e91fd6587bb886ade,4.673,0.0,11,0.698,1,0.605,Bebop Moptop,,153.617,classic pop and rock,TRAJHHJ128F4279625
7237,SOPYZWR12AB0187A36,773851,David,ARU2JAB1187FB50C72,,,,David Meece,,211.17342,11,0.746,-13.506,81.404,4,0.153,Touch My Hand [Remastered],,0.4704146136831491,0.3102989963854615,13c42f8e51984b819693906597099e88,4.116,0.0,11,0.746,0,0.754,David,0.0,203.72,,TRAJHFZ12903CE3121
7238,SOVDTAP12A8C13FE3D,372988,Rolling Stones Instrumental Renditions,ARANDRM1187B98B446,,,,Wild Horses,,338.28526,0,1.0,-8.527,111.989,4,0.92,Let It Bleed,,0.5986436958579509,0.3109209626445081,7609bfe60768c85abfc4256d19807d8b,0.52,0.0,0,1.0,1,0.86,Rolling Stones Instrumental Renditions,0.23216679144970892,329.776,,TRAJHEN128F92CC43E
7239,SOJBCMD12A6D4F68B5,28325,King Of The Blues,ARRT66G1187FB3DDF9,,Gilmer TX,,Freddie King,,286.82404,9,0.548,-6.615,134.741,4,0.0,Hide Away,1960,0.6096366979313602,0.3825930008756608,ac1710f10951e4318cafb8b063f7b4e7,0.0,0.0,9,0.548,1,0.458,King Of The Blues,,283.074,classic pop and rock | blues,TRAJHHE128F146815C
7240,SOBGXEU12A8AE45903,277594,Feel It Boy,ARVUN5F1187FB4CCC7,,Kingston Jamaica,,Beenie Man Featuring Janet Jackson,,215.90159,1,0.0,-4.475,102.828,4,1.0,Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson),2002,0.7292122740965461,0.48133930857423185,595ecaf2c30f5e139ec239251c192b58,0.31,0.0,1,0.0,1,0.0,Feel It Boy,,212.759,soul and reggae,TRAJHCO128F42570C1
7241,SOEAYQZ12AB0186BB1,453776,Jerry Wallace's King Of The Mountain,ARW6LIW1187B9966CD,39.10295,Kansas City MO,-94.58306,JERRY WALLACE,,180.50567,9,0.392,-14.794,219.298,4,0.451,You'll Never Know,,0.4280400406701058,0.3172299038462513,e3c786b55225790671a69a3206469fd6,0.259,0.0,9,0.392,0,0.453,Jerry Wallace's King Of The Mountain,0.2538347361322313,173.697,,TRAJHAH128F9314177
7242,SOVAZZK12AB018935A,469688,Charlie Walker's ''T'' For Texas,ARUDY181187B9B5F49,31.03896,Collins County TX,-93.97961,Charlie Walker,,124.76036,7,0.003,-17.913,161.533,4,0.652,That Little Ole Wine Drinker Me - Original,,0.536546301483389,0.35954231276126625,c71901d4e7e6e1ae7923a5a17a0d5462,0.126,0.0,7,0.003,1,0.144,Charlie Walker's ''T'' For Texas,,117.708,,TRAJHRC128F9340CFA
7243,SOVTAOG12AB018B126,768012,Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite,ARW1WST1187FB384DA,,,,Jope Ruonansuu,,126.69342,2,0.568,-4.762,86.992,4,0.391,Uu-Pee-Ämmät,,0.4643625908988418,0.41784614771379464,a65418492ea6df9d94b532a2b2f9f077,0.0,0.0,2,0.568,1,0.555,Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite,,126.693,finnish,TRAJHMX12903CD42C1
7244,SOJXYUF12AB0188969,715113,Fantastic Vol. 2.10,AR0WGXC1187B9AAC99,,Detroit MI,,Slum Village,,204.38159,0,0.015,-7.941,94.495,4,0.199,CB4 (Instrumental Mix),,0.6748394358233949,0.4254506138636907,cff54536e12bfd66129906025bd733fa,3.93,0.0,0,0.015,1,0.268,Fantastic Vol. 2.10,0.2707759989463275,191.431,,TRAJHSM12903CBFCCD
7245,SORWXCN12AB01811BC,448416,Bobby's Girl - The Complete Seville Recordings,ARRBINW1187B98AE6D,40.65507,Brooklyn NY,-73.94888,Marcie Blane,,139.83302,0,0.0,-9.737,102.881,7,0.566,After The Laughter,,0.4211818692788764,0.3049119117083977,b90871e54800d8a2927fc60f092ec8c8,0.154,0.0,0,0.0,0,0.0,Bobby's Girl - The Complete Seville Recordings,0.0,131.384,,TRAJHOM128F93080EB
7246,SOGZANN12AB018736A,580619,The Basics Of Life,AR1DLF21187FB3CBF0,,,,4Him,,238.49751,2,0.297,-10.996,182.247,4,0.335,Freedom,,0.5650898922038983,0.44859380261178367,dabecfd08731ccb2a67e941eb60d91ae,0.0,0.0,2,0.297,1,0.482,The Basics Of Life,0.26586104921065007,219.156,,TRAJHEE12903CB937A
